# ells, tt, te, ee, bb
1.870000000000000000e+02 1.543558033116285816e-06 0.000000000000000000e+00 3.087116066232572055e-06 3.087116066232572055e-06
1.880000000000000000e+02 1.543589104045826811e-06 0.000000000000000000e+00 3.087178208091653622e-06 3.087178208091653622e-06
1.890000000000000000e+02 1.543620341212500364e-06 0.000000000000000000e+00 3.087240682425000728e-06 3.087240682425000728e-06
1.900000000000000000e+02 1.543651744624698666e-06 0.000000000000000000e+00 3.087303489249396908e-06 3.087303489249396908e-06
1.910000000000000000e+02 1.543683314290857953e-06 0.000000000000000000e+00 3.087366628581716752e-06 3.087366628581716752e-06
1.920000000000000000e+02 1.543715050219460836e-06 0.000000000000000000e+00 3.087430100438922095e-06 3.087430100438922095e-06
1.930000000000000000e+02 1.543746952419032067e-06 0.000000000000000000e+00 3.087493904838065404e-06 3.087493904838065404e-06
1.940000000000000000e+02 1.543779020898143831e-06 0.000000000000000000e+00 3.087558041796287662e-06 3.087558041796287662e-06
1.950000000000000000e+02 1.543811255665409818e-06 0.000000000000000000e+00 3.087622511330820483e-06 3.087622511330820483e-06
1.960000000000000000e+02 1.543843656729492633e-06 0.000000000000000000e+00 3.087687313458986114e-06 3.087687313458986114e-06
1.970000000000000000e+02 1.543876224099095541e-06 0.000000000000000000e+00 3.087752448198191083e-06 3.087752448198191083e-06
1.980000000000000000e+02 1.543908957782969027e-06 0.000000000000000000e+00 3.087817915565939325e-06 3.087817915565939325e-06
1.990000000000000000e+02 1.543941857789906987e-06 0.000000000000000000e+00 3.087883715579815668e-06 3.087883715579815668e-06
2.000000000000000000e+02 1.543974924128749268e-06 0.000000000000000000e+00 3.087949848257498537e-06 3.087949848257498537e-06
2.010000000000000000e+02 1.544008156808377859e-06 0.000000000000000000e+00 3.088016313616756564e-06 3.088016313616756564e-06
2.020000000000000000e+02 1.544041555837722815e-06 0.000000000000000000e+00 3.088083111675447323e-06 3.088083111675447323e-06
